time,EMG1,EMG2,EMG3,flow,volume,poes,pgas,pdi
2.738,-0.0083711,-0.0019624,0.026443,0.14118,1.006,-12.105,14.702,26.807
2.739,0.012877,0.020053,0.0098943,0.14303,1.0059,-12.105,14.703,26.808
2.74,-0.0030723,0.0096677,0.010107,0.14488,1.0057,-12.104,14.705,26.809
2.741,-0.00011496,0.040731,0.031777,0.14673,1.0055,-12.104,14.707,26.81
2.742,0.021344,0.032874,0.025271,0.14858,1.0054,-12.103,14.709,26.811
2.743,-0.013887,0.032077,-0.04635,0.15043,1.0052,-12.101,14.711,26.812
2.744,-0.034306,-7.8846e-05,0.017012,0.15228,1.005,-12.1,14.713,26.813
2.745,0.057472,0.044383,0.01804,0.15413,1.0049,-12.098,14.715,26.813
2.746,0.0067215,0.0075475,-0.0092722,0.15598,1.0047,-12.096,14.718,26.814
2.747,0.0012443,-0.0088769,-0.031645,0.15783,1.0045,-12.093,14.721,26.814
2.748,-0.0062277,0.013582,-0.010291,0.15967,1.0044,-12.09,14.724,26.814
2.749,0.023397,0.027557,0.012349,0.16152,1.0042,-12.087,14.727,26.814
2.75,-0.018176,-0.013255,-0.041513,0.16337,1.004,-12.084,14.73,26.814
2.751,0.027327,0.023467,0.0015705,0.16521,1.0038,-12.08,14.734,26.814
2.752,-0.0038294,-0.017968,-0.025626,0.16706,1.0037,-12.076,14.737,26.813
2.753,0.0061673,-0.013491,-0.024162,0.1689,1.0035,-12.071,14.741,26.812
2.754,0.00078951,0.011903,0.0021471,0.17074,1.0033,-12.066,14.745,26.811
2.755,0.011857,0.0060892,-0.0023831,0.17259,1.0031,-12.061,14.749,26.81
2.756,-0.016956,-0.0024757,-0.0081631,0.17443,1.0029,-12.056,14.753,26.809
2.757,-0.011355,-0.0034686,-0.032931,0.17627,1.0027,-12.05,14.757,26.807
2.758,-0.005068,-0.023064,-0.0059947,0.17811,1.0025,-12.044,14.761,26.806
2.759,0.011316,0.021244,0.035888,0.17995,1.0024,-12.038,14.766,26.804
2.76,0.0030568,-0.038663,0.014748,0.18179,1.0022,-12.032,14.77,26.802
2.761,-0.024772,0.001918,-0.02234,0.18363,1.002,-12.025,14.774,26.799
2.762,0.033223,0.016066,0.0048867,0.18547,1.0018,-12.018,14.779,26.797
2.763,-0.0042381,-0.032368,0.026312,0.18731,1.0016,-12.011,14.783,26.794
2.764,0.021894,0.0054472,0.022213,0.18915,1.0014,-12.004,14.787,26.792
2.765,-0.014003,0.0021495,0.010781,0.19098,1.0012,-11.997,14.792,26.789
2.766,0.011682,0.0040737,-0.027974,0.19282,1.001,-11.99,14.796,26.785
2.767,-0.0050988,-0.0025516,0.0011725,0.19465,1.0008,-11.982,14.8,26.782
2.768,-0.0028811,-0.023854,0.0043311,0.19649,1.0005,-11.974,14.804,26.779
2.769,-0.0094105,0.036326,0.015209,0.19832,1.0003,-11.967,14.808,26.775
2.77,-0.001845,0.01547,-0.012298,0.20016,1.0001,-11.959,14.812,26.772
2.771,-0.030935,-0.0055694,-0.0026588,0.20199,0.9999,-11.952,14.816,26.768
2.772,0.0034285,-0.011786,0.0274,0.20382,0.99969,-11.945,14.819,26.764
2.773,-0.010975,0.01141,-0.010802,0.20565,0.99947,-11.938,14.823,26.76
2.774,-0.026216,-0.0018082,-0.0087687,0.20748,0.99925,-11.931,14.826,26.757
2.775,0.025501,-0.029846,0.0021493,0.20931,0.99903,-11.924,14.829,26.753
2.776,-0.038341,-0.038522,0.014921,0.21114,0.9988,-11.918,14.832,26.75
2.777,-0.038701,-0.0055173,-0.045772,0.21297,0.99858,-11.912,14.834,26.746
2.778,-0.025655,-0.083644,-0.021017,0.2148,0.99835,-11.907,14.836,26.743
2.779,-0.02162,-0.056101,-0.033601,0.21662,0.99812,-11.902,14.838,26.74
2.78,-0.091911,-0.10658,-0.092213,0.21845,0.99789,-11.897,14.84,26.737
2.781,-0.035151,-0.12686,-0.05644,0.22027,0.99766,-11.893,14.841,26.734
2.782,-0.090097,-0.15804,-0.086686,0.2221,0.99742,-11.89,14.841,26.731
2.783,-0.090719,-0.12167,-0.1028,0.22392,0.99719,-11.887,14.842,26.728
2.784,-0.048962,-0.079181,-0.080325,0.22574,0.99695,-11.884,14.841,26.726
2.785,-0.058252,-0.1084,-0.038644,0.22757,0.99671,-11.883,14.841,26.724
2.786,0.02344,-0.026841,-0.020936,0.22939,0.99647,-11.882,14.84,26.722
2.787,0.010129,0.074296,0.065989,0.23121,0.99622,-11.881,14.838,26.72
2.788,0.11645,0.18382,0.13117,0.23303,0.99598,-11.882,14.836,26.718
2.789,0.13568,0.28094,0.17198,0.23484,0.99573,-11.883,14.833,26.716
2.79,0.25033,0.39298,0.31874,0.23666,0.99548,-11.884,14.83,26.715
2.791,0.2784,0.48522,0.37702,0.23848,0.99523,-11.887,14.827,26.713
2.792,0.33138,0.62431,0.40739,0.24029,0.99498,-11.89,14.822,26.712
2.793,0.41042,0.71323,0.54815,0.24211,0.99472,-11.893,14.817,26.711
2.794,0.43745,0.80298,0.53852,0.24392,0.99447,-11.898,14.812,26.71
2.795,0.48647,0.8644,0.59834,0.24574,0.99421,-11.903,14.806,26.709
2.796,0.51204,0.86809,0.6355,0.24755,0.99395,-11.909,14.799,26.708
2.797,0.46281,0.91137,0.61111,0.24936,0.99369,-11.916,14.792,26.708
2.798,0.52518,0.90495,0.59915,0.25117,0.99342,-11.923,14.784,26.707
2.799,0.44723,0.84443,0.57916,0.25298,0.99316,-11.931,14.776,26.707
2.8,0.40431,0.7586,0.52841,0.25479,0.99289,-11.94,14.767,26.707
2.801,0.3669,0.67869,0.45714,0.2566,0.99262,-11.95,14.758,26.707
2.802,0.32944,0.61073,0.36957,0.25841,0.99235,-11.96,14.748,26.707
2.803,0.2045,0.4637,0.3145,0.26021,0.99208,-11.971,14.737,26.708
2.804,0.20009,0.3088,0.25196,0.26202,0.9918,-11.982,14.726,26.708
2.805,0.12368,0.26169,0.15622,0.26382,0.99153,-11.995,14.714,26.709
2.806,0.078934,0.1105,0.031411,0.26563,0.99125,-12.008,14.702,26.709
2.807,0.0061214,0.0059101,0.045191,0.26743,0.99097,-12.021,14.689,26.71
2.808,-0.090633,-0.097695,-0.065191,0.26923,0.99069,-12.035,14.676,26.711
2.809,-0.071847,-0.17391,-0.16212,0.27103,0.99041,-12.05,14.662,26.712
2.81,-0.14086,-0.21099,-0.164,0.27283,0.99012,-12.065,14.648,26.713
2.811,-0.16789,-0.35644,-0.23718,0.27463,0.98983,-12.08,14.634,26.714
2.812,-0.23008,-0.36069,-0.27196,0.27643,0.98954,-12.097,14.619,26.715
2.813,-0.24613,-0.40564,-0.31229,0.27822,0.98925,-12.113,14.603,26.716
2.814,-0.22941,-0.43593,-0.32568,0.28002,0.98896,-12.13,14.588,26.718
2.815,-0.27905,-0.49263,-0.35777,0.28181,0.98867,-12.147,14.572,26.719
2.816,-0.26893,-0.53998,-0.327,0.28361,0.98837,-12.164,14.556,26.72
2.817,-0.26365,-0.45803,-0.36363,0.2854,0.98807,-12.182,14.539,26.721
2.818,-0.25361,-0.49682,-0.33364,0.28719,0.98777,-12.2,14.522,26.722
2.819,-0.2149,-0.48196,-0.32793,0.28898,0.98747,-12.218,14.505,26.723
2.82,-0.2571,-0.45845,-0.28691,0.29077,0.98717,-12.236,14.488,26.724
2.821,-0.18723,-0.36483,-0.2672,0.29256,0.98686,-12.254,14.471,26.725
2.822,-0.17551,-0.35978,-0.27854,0.29435,0.98656,-12.272,14.453,26.726
2.823,-0.14378,-0.31517,-0.20155,0.29613,0.98625,-12.29,14.436,26.726
2.824,-0.16008,-0.29038,-0.1962,0.29792,0.98594,-12.308,14.418,26.727
2.825,-0.11946,-0.21633,-0.12205,0.2997,0.98563,-12.326,14.401,26.727
2.826,-0.1003,-0.16495,-0.13611,0.30148,0.98531,-12.344,14.384,26.728
2.827,-0.019808,-0.0066043,-0.0092385,0.30327,0.985,-12.362,14.366,26.728
2.828,-0.0050378,0.016462,-0.010556,0.30505,0.98468,-12.379,14.349,26.727
2.829,-0.026929,0.020549,-0.0026668,0.30683,0.98436,-12.396,14.331,26.727
2.83,-0.0018304,-0.0055717,0.0048625,0.30861,0.98404,-12.412,14.314,26.726
2.831,-0.0068095,0.022654,-0.013302,0.31038,0.98372,-12.428,14.297,26.726
2.832,-0.032237,-0.00052662,-0.03299,0.31216,0.98339,-12.444,14.28,26.724
2.833,0.0037168,0.00052776,0.018566,0.31394,0.98306,-12.459,14.264,26.723
2.834,-0.017787,0.015389,-0.0067325,0.31571,0.98274,-12.474,14.247,26.721
2.835,0.016766,-0.03159,0.017348,0.31748,0.98241,-12.488,14.231,26.719
2.836,-0.028347,0.0076348,-0.018315,0.31926,0.98207,-12.502,14.215,26.717
2.837,0.025111,-0.039144,0.038146,0.32103,0.98174,-12.515,14.2,26.714
2.838,-0.0010815,-0.016994,-0.0006932,0.3228,0.98141,-12.527,14.184,26.712
2.839,-0.024221,-0.0004335,0.026235,0.32457,0.98107,-12.539,14.169,26.708
2.84,0.02308,-0.0028726,0.0044712,0.32633,0.98073,-12.55,14.155,26.705
2.841,-0.0054768,-0.017281,0.035348,0.3281,0.98039,-12.56,14.14,26.701
2.842,0.019463,-0.012979,0.011171,0.32986,0.98005,-12.57,14.126,26.696
2.843,-0.013947,0.030421,0.023856,0.33163,0.9797,-12.579,14.113,26.692
2.844,0.018538,-0.0034471,-0.0067649,0.33339,0.97936,-12.588,14.099,26.687
2.845,-0.023831,0.015883,0.045014,0.33515,0.97901,-12.595,14.086,26.682
2.846,0.035042,-0.035816,0.00025411,0.33691,0.97866,-12.602,14.074,26.676
2.847,-0.028306,0.042996,-0.014005,0.33867,0.97831,-12.608,14.062,26.67
2.848,-0.011093,-0.021975,-0.011305,0.34043,0.97796,-12.614,14.05,26.664
2.849,0.0033627,0.024931,0.0010701,0.34219,0.9776,-12.619,14.038,26.657
2.85,0.020409,0.001395,-0.022164,0.34394,0.97724,-12.623,14.027,26.65
2.851,0.0055327,-0.037405,0.019788,0.3457,0.97689,-12.626,14.017,26.643
2.852,-0.028216,0.010519,-0.048142,0.34745,0.97653,-12.629,14.006,26.635
2.853,0.021211,0.012581,-0.014596,0.3492,0.97616,-12.631,13.996,26.627
2.854,-0.018138,-0.052836,0.0077616,0.35095,0.9758,-12.632,13.987,26.619
2.855,0.014306,0.034444,-0.024172,0.3527,0.97544,-12.633,13.978,26.61
2.856,0.002048,-0.0018,-0.0025391,0.35445,0.97507,-12.633,13.969,26.602
2.857,-0.00041513,-0.0057584,0.0024173,0.3562,0.9747,-12.473,14.051,26.524
2.858,-0.01031,-0.010591,-0.015114,0.35794,0.97433,-12.467,14.046,26.513
2.859,0.014072,0.013325,0.0041164,0.35969,0.97396,-12.461,14.04,26.501
2.86,0.024212,-0.00031284,-0.0042676,0.36143,0.97358,-12.455,14.035,26.49
2.861,-0.0094239,0.0071807,0.018532,0.36317,0.97321,-12.448,14.029,26.478
2.862,0.037939,0.0054467,-0.033564,0.36491,0.97283,-12.442,14.024,26.466
2.863,-0.0062614,0.0014595,0.037744,0.36665,0.97245,-12.435,14.019,26.454
2.864,0.018814,-0.01028,-0.0083786,0.36839,0.97207,-12.429,14.014,26.442
2.865,0.015548,0.00343,-0.0075769,0.37013,0.97169,-12.422,14.008,26.43
2.866,-0.0018444,-0.013739,-0.013749,0.37186,0.9713,-12.415,14.003,26.418
2.867,0.018804,-0.0050535,0.040584,0.3736,0.97092,-12.408,13.998,26.406
2.868,-0.026056,0.031821,-0.0019821,0.37533,0.97053,-12.401,13.993,26.394
2.869,-0.0021384,-0.0012767,-0.010625,0.37706,0.97014,-12.394,13.988,26.382
2.87,-0.017598,-0.0049149,-0.027602,0.37879,0.96975,-12.386,13.983,26.37
2.871,0.00048114,0.031187,0.01926,0.38052,0.96936,-12.379,13.978,26.357
2.872,-0.037997,-0.026053,-0.022839,0.38224,0.96896,-12.372,13.974,26.345
2.873,0.001278,0.07016,-0.0084874,0.38397,0.96856,-12.364,13.969,26.333
2.874,-0.0020171,-0.029699,-0.01928,0.38569,0.96817,-12.356,13.964,26.321
2.875,-0.014917,0.018903,-0.026339,0.38742,0.96777,-12.349,13.96,26.308
2.876,-0.027735,0.01779,-0.025737,0.38914,0.96737,-12.341,13.955,26.296
2.877,0.0038009,-0.0046256,0.024307,0.39086,0.96696,-12.333,13.951,26.284
2.878,0.0015659,-0.012311,-0.016601,0.39258,0.96656,-12.325,13.946,26.271
2.879,-0.014057,-0.00059275,-0.0080979,0.3943,0.96615,-12.317,13.942,26.259
2.88,-0.014108,0.0015445,0.018156,0.39601,0.96574,-12.309,13.938,26.246
2.881,-0.031198,-0.049736,0.031627,0.39773,0.96533,-12.3,13.934,26.234
2.882,-0.027688,0.021833,0.010766,0.39944,0.96492,-12.292,13.93,26.222
2.883,0.0011219,-0.032951,0.028415,0.40115,0.96451,-12.284,13.926,26.209
2.884,-0.0092059,-0.016109,0.017438,0.40286,0.96409,-12.275,13.922,26.197
2.885,0.016198,0.010132,-0.023202,0.40457,0.96367,-12.267,13.918,26.184
2.886,-0.036833,-0.013337,0.032001,0.40628,0.96325,-12.258,13.914,26.172
2.887,0.033771,-0.0034851,0.025234,0.40798,0.96283,-12.25,13.91,26.159
2.888,0.0028621,-0.003748,0.0095862,0.40969,0.96241,-12.241,13.906,26.147
2.889,0.043551,0.026715,-0.016149,0.41139,0.96199,-12.232,13.902,26.135
2.89,0.039211,-0.022638,0.029817,0.41309,0.96156,-12.224,13.899,26.122
2.891,0.0321,-0.013447,0.015901,0.41479,0.96113,-12.215,13.895,26.11
2.892,0.0081621,0.010511,0.0038384,0.41649,0.96071,-12.206,13.891,26.097
2.893,0.036462,0.014684,0.036236,0.41819,0.96028,-12.197,13.888,26.085
2.894,0.010143,-0.014849,0.0027797,0.41988,0.95984,-12.188,13.884,26.072
2.895,0.038388,0.013805,0.0040919,0.42158,0.95941,-12.179,13.881,26.06
2.896,-0.039094,-0.040606,0.036873,0.42327,0.95897,-12.17,13.878,26.047
2.897,0.00088334,0.041623,0.0208,0.42496,0.95854,-12.161,13.874,26.035
2.898,-0.0059097,-0.033918,-0.021649,0.42665,0.9581,-12.151,13.871,26.022
2.899,-0.019867,0.0013169,-0.020076,0.42834,0.95766,-12.142,13.868,26.01
2.9,-0.0030838,0.020047,0.017402,0.43003,0.95721,-12.133,13.864,25.997
2.901,-0.028255,0.0075623,0.0086649,0.43171,0.95677,-12.124,13.861,25.985
2.902,-0.018174,-0.017427,-0.049979,0.4334,0.95632,-12.114,13.858,25.972
2.903,0.0028912,0.026031,-0.026485,0.43508,0.95588,-12.105,13.855,25.96
2.904,-0.0096194,-0.0012115,0.0037787,0.43676,0.95543,-12.095,13.852,25.947
2.905,0.011157,0.021575,-0.024742,0.43844,0.95497,-12.086,13.849,25.935
2.906,-0.00026219,-0.0010487,-0.034924,0.44011,0.95452,-12.076,13.846,25.922
2.907,-0.0039413,-0.028612,0.003709,0.44179,0.95407,-12.067,13.843,25.91
2.908,-0.01067,0.017672,-0.010143,0.44346,0.95361,-12.057,13.84,25.897
2.909,0.04519,-0.011599,-0.01635,0.44514,0.95315,-12.047,13.837,25.885
2.91,-0.037723,0.01791,-0.013901,0.44681,0.95269,-12.038,13.835,25.872
2.911,0.015597,-0.043273,0.0059878,0.44848,0.95223,-12.028,13.832,25.86
2.912,0.0096571,0.029368,-0.0089614,0.45014,0.95177,-12.018,13.829,25.847
2.913,-0.017268,-0.002273,-0.0012139,0.45181,0.95131,-12.008,13.827,25.835
2.914,-0.0059672,0.021139,0.012597,0.45347,0.95084,-11.999,13.824,25.823
2.915,0.0036452,0.024104,-0.018007,0.45514,0.95037,-11.989,13.822,25.811
2.916,-0.0044371,0.0043073,-0.0045946,0.4568,0.9499,-11.979,13.819,25.799
2.917,0.00081698,0.0029718,0.025173,0.45846,0.94943,-11.97,13.817,25.787
2.918,0.011362,0.048542,0.0070183,0.46012,0.94896,-11.96,13.815,25.775
2.919,-0.019557,-0.014673,-0.029983,0.46177,0.94849,-11.95,13.813,25.763
2.92,0.023286,0.040204,0.018155,0.46343,0.94801,-11.941,13.81,25.751
2.921,-0.024663,0.01113,-0.024262,0.46508,0.94753,-11.931,13.808,25.74
2.922,0.009102,-0.029219,0.017236,0.46673,0.94705,-11.922,13.806,25.728
2.923,0.0031221,0.0584,-0.025538,0.46838,0.94657,-11.912,13.804,25.716
2.924,-0.021952,0.024572,-0.021751,0.47003,0.94609,-11.903,13.802,25.705
2.925,0.018957,-0.0029963,-0.025286,0.47168,0.94561,-11.893,13.8,25.694
2.926,-0.013814,0.0067526,-0.018162,0.47332,0.94512,-11.884,13.799,25.682
2.927,0.0045159,-0.0076751,-0.010729,0.47496,0.94463,-11.874,13.797,25.671
2.928,0.0054146,0.0044035,-0.0075188,0.47661,0.94414,-11.865,13.795,25.66
2.929,-0.020953,-0.023579,-0.0082145,0.47824,0.94365,-11.856,13.794,25.649
2.93,0.019703,-0.037644,0.01398,0.47988,0.94316,-11.846,13.792,25.638
2.931,-0.0041137,-0.04833,0.014135,0.48152,0.94267,-11.837,13.79,25.627
2.932,0.027588,-0.011072,0.030629,0.48315,0.94217,-11.827,13.789,25.617
2.933,-0.031827,-0.028652,-0.00068855,0.48479,0.94167,-11.818,13.788,25.606
2.934,0.026051,0.0053676,0.032041,0.48642,0.94117,-11.809,13.786,25.595
2.935,-0.02061,-0.071038,0.023508,0.48805,0.94067,-11.799,13.785,25.584
2.936,-0.0021866,0.011533,0.0043369,0.48967,0.94017,-11.79,13.784,25.574
2.937,-0.022715,0.017659,0.0020871,0.4913,0.93967,-11.78,13.783,25.563
2.938,-0.016169,0.0019214,0.011804,0.49292,0.93916,-11.77,13.782,25.552
2.939,0.013883,-0.0085475,-0.0035477,0.49455,0.93865,-11.761,13.781,25.542
2.94,-0.024606,0.021509,0.0067214,0.49617,0.93815,-11.751,13.78,25.531
2.941,0.0086116,0.017518,0.012129,0.49779,0.93764,-11.741,13.779,25.52
2.942,0.0049886,0.029455,0.0037175,0.4994,0.93712,-11.731,13.778,25.509
2.943,0.00079516,0.0047233,0.0090976,0.50102,0.93661,-11.722,13.777,25.499
2.944,0.029428,0.02474,-0.022347,0.50263,0.93609,-11.712,13.776,25.488
2.945,0.029192,-0.0056838,0.010452,0.50424,0.93558,-11.702,13.775,25.477
2.946,-0.012394,0.024191,0.022552,0.50585,0.93506,-11.692,13.775,25.467
2.947,0.054597,-0.029454,-0.045652,0.50746,0.93454,-11.682,13.774,25.456
2.948,0.0069368,0.024351,0.028085,0.50907,0.93402,-11.672,13.773,25.445
2.949,-0.0033853,-0.020707,-0.023662,0.51067,0.93349,-11.662,13.772,25.435
2.95,0.044695,-0.00051035,-0.015721,0.51227,0.93297,-11.652,13.772,25.424
2.951,-0.0073406,-0.035791,0.017414,0.51387,0.93244,-11.642,13.771,25.413
2.952,-0.024876,0.016439,-0.013814,0.51547,0.93192,-11.632,13.77,25.403
2.953,0.021015,-0.012762,-0.029883,0.51707,0.93139,-11.622,13.77,25.392
2.954,-0.035014,-0.063076,0.030035,0.51866,0.93085,-11.612,13.769,25.381
2.955,-0.034395,0.026939,-0.014786,0.52026,0.93032,-11.602,13.769,25.371
2.956,-0.019671,0.020908,-0.0082013,0.52185,0.92979,-11.592,13.768,25.36
2.957,0.0071978,-0.072401,-0.00027125,0.52344,0.92925,-11.582,13.767,25.349
2.958,-0.049202,0.015906,0.029023,0.52503,0.92871,-11.572,13.767,25.338
2.959,0.0047673,-0.009444,-0.008839,0.52661,0.92817,-11.561,13.766,25.327
2.96,-0.0083165,-0.017533,0.0093108,0.5282,0.92763,-11.551,13.766,25.317
2.961,-0.008754,-0.045904,-0.00808,0.52978,0.92709,-11.541,13.765,25.306
2.962,0.016466,0.00077232,0.015241,0.53136,0.92655,-11.53,13.765,25.295
2.963,0.010878,-0.026604,-0.0039297,0.53294,0.926,-11.52,13.764,25.284
2.964,-0.013453,-0.023877,0.0029559,0.53451,0.92545,-11.509,13.764,25.273
2.965,0.033278,0.015003,0.014375,0.53609,0.92491,-11.498,13.763,25.261
2.966,-0.01919,-0.045533,-0.013044,0.53766,0.92436,-11.488,13.763,25.25
2.967,0.027439,0.036559,-0.013304,0.53923,0.9238,-11.477,13.762,25.239
2.968,-0.03318,0.015536,0.0064719,0.5408,0.92325,-11.466,13.762,25.228
2.969,0.0020331,-0.0093711,0.012022,0.54237,0.9227,-11.455,13.761,25.216
2.97,0.0045221,0.0282,-0.024994,0.54393,0.92214,-11.444,13.76,25.205
2.971,-0.0089734,0.023552,0.0023103,0.54549,0.92158,-11.433,13.76,25.193
2.972,-0.021391,0.035112,0.034588,0.54706,0.92102,-11.422,13.759,25.181
2.973,-0.028737,0.015786,-0.049503,0.54861,0.92046,-11.411,13.759,25.17
2.974,0.024963,-0.0072278,0.053287,0.55017,0.9199,-11.399,13.758,25.157
2.975,-0.022543,0.013556,-0.023099,0.55173,0.91933,-11.388,13.758,25.145
2.976,-0.020948,-0.00070884,0.0025487,0.55328,0.91877,-11.376,13.757,25.133
2.977,0.011934,0.03405,0.022501,0.55483,0.9182,-11.364,13.756,25.12
2.978,0.028733,-0.0029253,0.0023083,0.55638,0.91763,-11.352,13.756,25.108
2.979,-0.038666,0.0051588,-0.020074,0.55793,0.91706,-11.34,13.755,25.095
2.98,0.013659,0.00058252,-0.0036934,0.55947,0.91649,-11.328,13.754,25.082
2.981,0.037606,0.031432,0.01083,0.56102,0.91591,-11.315,13.754,25.069
2.982,0.019168,0.038569,0.0086258,0.56256,0.91534,-11.303,13.753,25.055
2.983,0.0084814,0.01145,-0.0091061,0.5641,0.91476,-11.29,13.752,25.042
2.984,-0.0025216,0.022333,-0.0019256,0.56563,0.91418,-11.277,13.751,25.028
2.985,0.0096569,0.043015,-0.018279,0.56717,0.91361,-11.264,13.75,25.014
2.986,0.016198,0.020064,-0.00089926,0.5687,0.91302,-11.251,13.749,25
2.987,-0.0054712,0.0020125,-0.002556,0.57023,0.91244,-11.238,13.748,24.986
2.988,0.0090997,-0.0089309,0.010478,0.57176,0.91186,-11.224,13.748,24.972
2.989,-0.005499,0.024434,-0.024863,0.57329,0.91127,-11.211,13.747,24.957
2.99,0.013413,-0.036928,0.030408,0.57481,0.91068,-11.197,13.746,24.943
2.991,0.01784,-0.034422,-0.0034407,0.57634,0.91009,-11.183,13.745,24.928
2.992,-0.04046,-0.060501,0.0013375,0.57786,0.9095,-11.17,13.744,24.914
2.993,0.040951,-0.0049235,0.019433,0.57938,0.90891,-11.156,13.743,24.899
2.994,0.012777,-0.07631,0.020793,0.58089,0.90832,-11.142,13.742,24.884
2.995,0.006377,0.017484,-0.0064407,0.58241,0.90772,-11.128,13.741,24.87
2.996,0.011109,-0.039556,0.019607,0.58392,0.90713,-11.114,13.741,24.855
2.997,-0.0020471,-0.017978,0.047368,0.58543,0.90653,-11.1,13.74,24.84
2.998,0.011553,-0.0067654,-0.047629,0.58694,0.90593,-11.086,13.739,24.825
2.999,0.040213,0.021198,0.029986,0.58844,0.90533,-11.072,13.738,24.81
3,-0.040603,-0.019044,0.041964,0.58995,0.90473,-11.058,13.738,24.796
3.001,0.0048877,0.010579,-0.0064919,0.59145,0.90412,-11.044,13.737,24.781
3.002,-0.0098066,0.058689,-0.013382,0.59295,0.90352,-11.03,13.736,24.766
3.003,-0.020521,-0.016908,0.021483,0.59445,0.90291,-11.015,13.735,24.751
3.004,0.00054026,-0.018925,0.0069165,0.59594,0.9023,-11.001,13.735,24.736
3.005,-0.017141,0.018381,-0.02052,0.59744,0.90169,-10.987,13.734,24.72
3.006,-0.014461,-0.007142,-0.025981,0.59893,0.90108,-10.972,13.733,24.705
3.007,-0.0094871,0.013892,-0.0095933,0.60042,0.90047,-10.958,13.732,24.69
3.008,0.016971,-0.038268,0.014513,0.60191,0.89985,-10.943,13.732,24.675
3.009,-0.028654,0.020395,-0.05601,0.60339,0.89924,-10.928,13.731,24.659
3.01,0.025334,-0.0089566,-0.016969,0.60487,0.89862,-10.914,13.73,24.644
3.011,-0.010936,-0.0050572,-0.016639,0.60635,0.898,-10.899,13.73,24.629
3.012,-0.004852,0.028838,-0.0020034,0.60783,0.89738,-10.884,13.729,24.613
3.013,-0.0087349,-0.0077439,-0.013056,0.60931,0.89676,-10.869,13.728,24.597
3.014,0.024788,0.011514,0.012983,0.61078,0.89613,-10.854,13.728,24.582
3.015,-0.036288,-7.495e-06,-0.042616,0.61226,0.89551,-10.839,13.727,24.566
3.016,0.031011,-0.017449,0.039945,0.61372,0.89488,-10.824,13.726,24.55
3.017,-0.03404,0.033224,0.012143,0.61519,0.89425,-10.808,13.726,24.534
3.018,-0.016326,0.00025583,0.0067488,0.61666,0.89362,-10.793,13.725,24.518
3.019,0.017363,-0.038136,-0.018745,0.61812,0.89299,-10.777,13.724,24.502
3.02,0.013393,0.01981,0.014625,0.61958,0.89236,-10.762,13.724,24.486
3.021,-0.011409,-0.0092302,0.031866,0.62104,0.89173,-10.746,13.723,24.469
3.022,-0.011751,0.033,-0.022836,0.6225,0.89109,-10.73,13.722,24.452
3.023,0.026563,-0.015452,0.015433,0.62395,0.89046,-10.715,13.721,24.436
3.024,-0.0032122,-0.015131,0.014209,0.6254,0.88982,-10.699,13.72,24.419
3.025,0.016906,0.01756,-0.031532,0.62685,0.88918,-10.683,13.72,24.402
3.026,-0.0070029,-0.032264,-0.019293,0.6283,0.88854,-10.667,13.719,24.385
3.027,0.0077678,-0.0041566,0.010541,0.62975,0.8879,-10.65,13.718,24.368
3.028,-0.012839,-0.011854,0.0094746,0.63119,0.88725,-10.634,13.717,24.351
3.029,0.022595,-0.0069143,-0.015041,0.63263,0.88661,-10.618,13.716,24.334
3.03,-0.0058462,0.015778,-0.027273,0.63407,0.88596,-10.602,13.715,24.317
3.031,-0.027031,-0.039759,-0.024289,0.63551,0.88531,-10.585,13.714,24.299
3.032,0.0087367,0.020663,0.0098704,0.63694,0.88466,-10.569,13.713,24.282
3.033,-0.0013313,0.027092,-0.010565,0.63837,0.88401,-10.552,13.712,24.264
3.034,-0.011588,0.015536,-0.0058761,0.6398,0.88336,-10.535,13.711,24.246
3.035,0.00339,-0.016424,-0.031803,0.64123,0.8827,-10.518,13.71,24.228
3.036,-0.0081444,0.037263,0.0086795,0.64265,0.88205,-10.501,13.709,24.21
3.037,-0.0084026,0.068661,-0.024741,0.64408,0.88139,-10.484,13.708,24.192
3.038,0.0075653,-0.00095586,-0.0016253,0.6455,0.88073,-10.467,13.707,24.174
3.039,5.6835e-05,-0.055785,0.011383,0.64691,0.88007,-10.45,13.705,24.155
3.04,-0.0010886,0.067428,0.033792,0.64833,0.87941,-10.433,13.704,24.137
3.041,0.00039245,0.021024,-0.030182,0.64974,0.87875,-10.415,13.703,24.118
3.042,0.014192,-0.017448,0.021304,0.65116,0.87809,-10.398,13.702,24.099
3.043,-0.0010232,-0.061203,0.018936,0.65256,0.87742,-10.38,13.7,24.08
3.044,0.0054525,-0.0027527,0.014249,0.65397,0.87676,-10.362,13.699,24.061
3.045,0.0050703,0.033781,0.0025314,0.65537,0.87609,-10.345,13.698,24.042
3.046,-0.0096152,-0.019563,0.0011899,0.65678,0.87542,-10.327,13.696,24.023
3.047,0.013121,-0.06594,0.015664,0.65818,0.87475,-10.309,13.695,24.003
3.048,0.034629,0.026827,0.0062171,0.65957,0.87408,-10.291,13.693,23.984
3.049,-0.026343,0.011819,0.006974,0.66097,0.8734,-10.273,13.691,23.964
3.05,-0.021612,-0.025336,-0.0081563,0.66236,0.87273,-10.255,13.69,23.944
3.051,0.029543,-0.0025735,-0.013626,0.66375,0.87205,-10.236,13.688,23.924
3.052,-0.00080538,-0.034238,0.044315,0.66514,0.87137,-10.218,13.686,23.905
